SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-4.7646E-01,9.3246E-01,1.5960E-02,1.0296E-01,0.0000E+00,4.0000E+00,2.3543E-02,5.8971E-03,1.3494E-02,-1.5435E-03
1,3.0000E+01,4.5000E+01,-4.6419E-01,1.0914E+00,1.6399E-02,5.3971E-02,0.0000E+00,4.0000E+00,2.4711E-02,2.8859E-03,6.0109E-03,5.1261E-04
2,3.0000E+01,6.0000E+01,-4.3451E-01,9.9951E-01,1.7491E-02,2.9504E-02,0.0000E+00,4.0000E+00,2.6577E-02,-2.4848E-03,-7.2102E-04,3.3558E-03
3,3.0000E+01,7.5000E+01,-4.0919E-01,9.9043E-01,1.7628E-02,2.3620E-02,0.0000E+00,4.0000E+00,2.6791E-02,4.0355E-05,-7.7892E-03,5.5508E-03
4,3.0000E+01,9.0000E+01,-4.3789E-01,8.3841E-01,1.7966E-02,2.0319E-02,0.0000E+00,4.0000E+00,2.6099E-02,5.4358E-03,-9.4600E-03,2.5507E-03
5,3.0000E+01,1.0500E+02,-5.4630E-01,7.8748E-01,1.8420E-02,1.4623E-02,0.0000E+00,4.0000E+00,2.6235E-02,9.7212E-03,-4.4341E-04,-2.3269E-03
6,3.0000E+01,1.2000E+02,-5.8159E-01,8.0014E-01,1.6988E-02,9.3558E-03,0.0000E+00,4.0000E+00,2.4705E-02,6.7151E-03,3.3334E-03,2.0654E-03
7,3.0000E+01,1.3500E+02,-4.9943E-01,8.1039E-01,1.7666E-02,7.1707E-03,0.0000E+00,4.0000E+00,2.6164E-02,2.4888E-03,3.8362E-04,6.6059E-03
8,3.0000E+01,1.5000E+02,-4.5055E-01,7.3095E-01,2.0714E-02,6.6556E-03,0.0000E+00,4.0000E+00,3.0679E-02,1.8681E-03,-3.6654E-03,6.4641E-03
9,3.0000E+01,1.6500E+02,-4.5257E-01,7.2241E-01,1.8226E-02,7.3494E-03,0.0000E+00,4.0000E+00,2.6058E-02,3.5962E-03,6.3010E-04,5.4246E-03
10,3.0000E+01,1.8000E+02,-4.9372E-01,7.9493E-01,1.8068E-02,7.2500E-03,0.0000E+00,4.0000E+00,2.5306E-02,7.1902E-03,8.8742E-03,3.8985E-03
11,3.0000E+01,1.9500E+02,-4.6325E-01,1.0390E+00,1.9473E-02,7.6090E-03,0.0000E+00,4.0000E+00,2.8521E-02,8.2048E-03,7.2484E-03,6.9546E-04
12,3.0000E+01,2.1000E+02,-4.4859E-01,1.1451E+00,1.7651E-02,6.8752E-03,0.0000E+00,4.0000E+00,2.6184E-02,4.2873E-03,3.1087E-04,-3.5500E-03
13,3.0000E+01,2.2500E+02,-4.5738E-01,1.0747E+00,1.8230E-02,5.9129E-03,0.0000E+00,4.0000E+00,2.6934E-02,1.4208E-04,-9.2840E-03,-1.4928E-03
14,3.0000E+01,2.4000E+02,-4.1691E-01,7.6294E-01,1.7630E-02,6.1640E-03,0.0000E+00,4.0000E+00,2.6031E-02,-2.9786E-03,-1.1165E-02,2.5629E-03
15,3.0000E+01,2.5500E+02,-3.7545E-01,6.8594E-01,1.6132E-02,5.8896E-03,0.0000E+00,4.0000E+00,2.3909E-02,-3.8570E-03,-3.1407E-03,1.3046E-03
16,3.0000E+01,2.7000E+02,-3.7255E-01,7.1352E-01,1.7039E-02,5.9621E-03,0.0000E+00,4.0000E+00,2.5065E-02,-5.8472E-03,-2.8847E-03,6.2515E-04
17,3.0000E+01,2.8500E+02,-3.1749E-01,6.5113E-01,1.7648E-02,6.3825E-03,0.0000E+00,4.0000E+00,2.5668E-02,-7.0569E-03,-3.4377E-03,7.4033E-05
18,3.0000E+01,3.0000E+02,-3.1573E-01,6.0842E-01,1.8497E-02,5.9928E-03,0.0000E+00,4.0000E+00,2.6154E-02,-6.9220E-03,3.0678E-03,-1.7640E-03
