SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-1.4529E+00,-8.3228E-01,1.3688E-02,1.1050E-01,0.0000E+00,4.0000E+00,1.8624E-02,2.9225E-03,1.3273E-02,-4.1138E-03
1,3.0000E+01,4.5000E+01,-1.3615E+00,-5.8502E-01,1.4434E-02,5.6949E-02,0.0000E+00,4.0000E+00,1.9299E-02,-1.2919E-03,4.3903E-03,-3.7068E-03
2,3.0000E+01,6.0000E+01,-1.3430E+00,-6.7304E-01,1.4884E-02,2.7050E-02,0.0000E+00,4.0000E+00,1.9901E-02,-9.4280E-03,1.1256E-03,-1.9767E-03
3,3.0000E+01,7.5000E+01,-1.3377E+00,-6.6345E-01,1.4698E-02,2.1598E-02,0.0000E+00,4.0000E+00,1.9722E-02,-4.7280E-03,5.4170E-04,2.4827E-03
4,3.0000E+01,9.0000E+01,-1.3626E+00,-7.2611E-01,1.3534E-02,1.7771E-02,0.0000E+00,4.0000E+00,1.8703E-02,3.8879E-03,-2.8187E-03,3.2757E-03
5,3.0000E+01,1.0500E+02,-1.4715E+00,-7.1761E-01,1.4311E-02,1.2700E-02,0.0000E+00,4.0000E+00,1.9670E-02,1.1383E-02,1.2990E-03,-1.9482E-03
6,3.0000E+01,1.2000E+02,-1.4795E+00,-6.2036E-01,1.4877E-02,9.8225E-03,0.0000E+00,4.0000E+00,2.0008E-02,6.9479E-03,3.7866E-03,-2.6814E-03
7,3.0000E+01,1.3500E+02,-1.3725E+00,-5.4051E-01,1.5281E-02,8.0811E-03,0.0000E+00,4.0000E+00,2.0238E-02,-1.3136E-03,4.4174E-03,-2.0785E-03
8,3.0000E+01,1.5000E+02,-1.3367E+00,-5.2417E-01,1.7052E-02,6.9279E-03,0.0000E+00,4.0000E+00,2.2670E-02,-7.1150E-04,-3.8745E-04,1.7991E-03
9,3.0000E+01,1.6500E+02,-1.3712E+00,-6.4764E-01,1.3665E-02,7.5032E-03,0.0000E+00,4.0000E+00,1.8977E-02,4.9327E-03,-9.2619E-04,4.1757E-03
