SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-1.0489E-01,-8.5690E-02,1.4858E-02,1.0208E-01,0.0000E+00,4.0000E+00,2.0287E-02,1.1424E-02,2.2972E-03,-4.0369E-03
1,3.0000E+01,4.5000E+01,-1.6723E-02,-3.4655E-02,1.4982E-02,5.2797E-02,0.0000E+00,4.0000E+00,2.1831E-02,6.0227E-03,2.5638E-03,-4.0476E-03
2,3.0000E+01,6.0000E+01,-1.2052E-04,6.7336E-03,1.5070E-02,3.0573E-02,0.0000E+00,4.0000E+00,2.3630E-02,-1.6499E-03,4.7608E-03,-6.0968E-04
3,3.0000E+01,7.5000E+01,3.0210E-02,5.5977E-03,1.6264E-02,1.9840E-02,0.0000E+00,4.0000E+00,2.1176E-02,-3.3459E-03,-7.8487E-04,1.0169E-03
4,3.0000E+01,9.0000E+01,1.8369E-02,-7.0246E-02,1.6411E-02,1.8279E-02,0.0000E+00,4.0000E+00,2.4812E-02,-5.2299E-04,-4.1899E-03,-1.6673E-03
5,3.0000E+01,1.0500E+02,-1.2861E-01,-6.7945E-03,1.5047E-02,1.4264E-02,0.0000E+00,4.0000E+00,1.9921E-02,2.3302E-03,-1.1921E-03,-6.3143E-03
6,3.0000E+01,1.2000E+02,-2.1429E-01,1.0952E-02,1.4070E-02,1.0263E-02,0.0000E+00,4.0000E+00,1.8666E-02,4.9030E-03,-1.3115E-03,-3.9184E-03
7,3.0000E+01,1.3500E+02,-1.6310E-01,-1.1181E-01,1.5944E-02,8.4444E-03,0.0000E+00,4.0000E+00,2.1780E-02,7.1797E-03,9.3939E-04,6.9542E-04
8,3.0000E+01,1.5000E+02,-1.5277E-01,-1.2790E-01,1.7503E-02,7.4936E-03,0.0000E+00,4.0000E+00,2.4259E-02,1.0223E-02,-3.5465E-03,3.2711E-03
9,3.0000E+01,1.6500E+02,-1.0341E-01,-1.8996E-01,1.4760E-02,8.8302E-03,0.0000E+00,4.0000E+00,2.1594E-02,1.2260E-02,-3.1228E-03,2.2586E-03
10,3.0000E+01,1.8000E+02,-1.0362E-01,-1.8801E-01,1.4359E-02,8.3634E-03,0.0000E+00,4.0000E+00,2.1080E-02,1.0804E-02,1.9414E-03,-7.5994E-04
11,3.0000E+01,1.9500E+02,-1.0261E-01,-1.6206E-01,1.5881E-02,7.5202E-03,0.0000E+00,4.0000E+00,2.2560E-02,7.1006E-03,9.1075E-05,-7.8502E-04
12,3.0000E+01,2.1000E+02,-8.4154E-02,-1.1751E-01,1.6268E-02,7.0291E-03,0.0000E+00,4.0000E+00,2.3405E-02,3.7383E-03,5.4087E-03,-2.2701E-03
13,3.0000E+01,2.2500E+02,-1.4018E-01,1.9696E-02,1.5605E-02,5.6109E-03,0.0000E+00,4.0000E+00,2.0291E-02,1.0267E-03,-3.3312E-03,-2.6313E-03
14,3.0000E+01,2.4000E+02,-1.3447E-01,-2.6598E-01,1.4628E-02,6.2773E-03,0.0000E+00,4.0000E+00,2.2552E-02,-3.0108E-03,-1.1730E-02,-2.6625E-04
15,3.0000E+01,2.5500E+02,-1.0038E-01,-3.6025E-01,1.5264E-02,6.6592E-03,0.0000E+00,4.0000E+00,2.3476E-02,-6.3511E-03,-1.9250E-04,-3.0233E-04
16,3.0000E+01,2.7000E+02,-7.7235E-02,-2.3072E-01,1.5355E-02,7.3953E-03,0.0000E+00,4.0000E+00,2.2898E-02,-7.9883E-03,4.1953E-03,9.9776E-04
17,3.0000E+01,2.8500E+02,-1.9918E-02,-2.1628E-01,1.3753E-02,7.7105E-03,0.0000E+00,4.0000E+00,1.9543E-02,-7.4962E-03,2.2854E-03,7.1287E-04
18,3.0000E+01,3.0000E+02,-2.5787E-02,-2.1870E-01,1.4929E-02,6.8560E-03,0.0000E+00,4.0000E+00,2.1011E-02,-6.9584E-03,-4.9537E-04,-1.2525E-03
19,3.0000E+01,3.1500E+02,-6.5112E-02,-1.9760E-01,1.4970E-02,6.5119E-03,0.0000E+00,4.0000E+00,2.2003E-02,-7.4203E-03,-2.0596E-03,-1.2097E-03
20,3.0000E+01,3.3000E+02,-2.8789E-02,-2.3213E-01,1.4002E-02,6.1195E-03,0.0000E+00,4.0000E+00,2.1091E-02,-7.6243E-03,-7.8332E-03,-4.5562E-04
21,3.0000E+01,3.4500E+02,-5.3708E-02,-5.0502E-01,1.5975E-02,6.2041E-03,0.0000E+00,4.0000E+00,2.4617E-02,-6.7924E-03,-8.8741E-04,-2.0225E-04
22,3.0000E+01,3.6000E+02,-1.0058E-01,-3.0656E-01,1.6195E-02,7.6529E-03,0.0000E+00,4.0000E+00,2.3841E-02,-4.6270E-03,1.4860E-02,3.6559E-04
23,3.0000E+01,3.7500E+02,-1.2442E-01,-9.1937E-03,9.9974E-03,7.1654E-03,0.0000E+00,4.0000E+00,1.4126E-02,2.2672E-03,7.8636E-03,-3.1537E-03
