SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-1.7301E-01,-6.4807E-02,1.5770E-02,1.0495E-01,0.0000E+00,4.0000E+00,2.1467E-02,4.8277E-03,1.0219E-02,7.9672E-06
1,3.0000E+01,4.5000E+01,-4.6641E-02,1.0335E-01,1.6642E-02,4.9314E-02,0.0000E+00,4.0000E+00,2.5030E-02,2.0850E-03,2.1798E-03,-1.7901E-03
2,3.0000E+01,6.0000E+01,-2.2564E-02,4.0516E-02,1.6557E-02,2.7642E-02,0.0000E+00,4.0000E+00,2.4761E-02,-2.5770E-03,-6.6294E-03,-2.7512E-03
3,3.0000E+01,7.5000E+01,-4.2034E-02,-1.3567E-01,1.6975E-02,1.9275E-02,0.0000E+00,4.0000E+00,2.6337E-02,-4.8011E-04,-4.0197E-03,-1.4714E-03
4,3.0000E+01,9.0000E+01,-8.3745E-02,-1.2552E-01,1.5494E-02,1.6879E-02,0.0000E+00,4.0000E+00,2.3412E-02,3.9473E-03,1.1760E-03,-1.0343E-03
5,3.0000E+01,1.0500E+02,-1.5324E-01,-6.8951E-02,1.4287E-02,1.3104E-02,0.0000E+00,4.0000E+00,1.9559E-02,8.2148E-03,-3.8888E-04,-3.9171E-03
6,3.0000E+01,1.2000E+02,-2.1788E-01,-1.1983E-01,1.4398E-02,9.3349E-03,0.0000E+00,4.0000E+00,1.9554E-02,8.0988E-03,-3.3990E-03,-1.3920E-03
7,3.0000E+01,1.3500E+02,-1.3959E-01,-2.1208E-01,1.6501E-02,7.9857E-03,0.0000E+00,4.0000E+00,2.4199E-02,8.4791E-03,-1.9950E-04,3.5618E-03
8,3.0000E+01,1.5000E+02,-9.6459E-02,-2.3549E-01,1.9064E-02,7.6229E-03,0.0000E+00,4.0000E+00,2.8621E-02,1.2441E-02,-1.9493E-03,4.8934E-03
9,3.0000E+01,1.6500E+02,-1.2411E-01,-3.0741E-01,1.5932E-02,8.5795E-03,0.0000E+00,4.0000E+00,2.3463E-02,1.5535E-02,-3.6628E-04,4.8660E-03
10,3.0000E+01,1.8000E+02,-9.2979E-02,-2.4015E-01,1.5051E-02,8.4372E-03,0.0000E+00,4.0000E+00,2.2126E-02,1.3094E-02,5.5917E-03,2.7376E-03
11,3.0000E+01,1.9500E+02,-3.5838E-02,-1.2210E-01,1.6975E-02,7.4619E-03,0.0000E+00,4.0000E+00,2.4601E-02,1.0344E-02,6.0966E-03,1.0232E-03
12,3.0000E+01,2.1000E+02,-6.3861E-02,6.2207E-02,1.7981E-02,7.2675E-03,0.0000E+00,4.0000E+00,2.5472E-02,5.8851E-03,3.1383E-03,-2.2567E-03
13,3.0000E+01,2.2500E+02,-9.1695E-02,2.9584E-02,1.8613E-02,5.3610E-03,0.0000E+00,4.0000E+00,2.4296E-02,2.8749E-03,-7.8309E-03,-3.5869E-03
14,3.0000E+01,2.4000E+02,-8.6454E-02,-2.5507E-01,1.8341E-02,4.7425E-03,0.0000E+00,4.0000E+00,2.8880E-02,-3.5371E-03,-8.0430E-03,-1.7229E-04
15,3.0000E+01,2.5500E+02,-1.0055E-01,-2.9482E-01,1.7226E-02,5.8493E-03,0.0000E+00,4.0000E+00,2.6329E-02,-7.1697E-03,1.2183E-03,1.6415E-03
16,3.0000E+01,2.7000E+02,-5.6511E-02,-1.7731E-01,1.5881E-02,6.7107E-03,0.0000E+00,4.0000E+00,2.3710E-02,-7.9481E-03,4.2634E-03,2.1223E-03
17,3.0000E+01,2.8500E+02,-7.7998E-03,-9.6891E-02,1.4457E-02,7.3704E-03,0.0000E+00,4.0000E+00,2.0555E-02,-7.8978E-03,-2.7193E-04,1.5104E-03
18,3.0000E+01,3.0000E+02,6.0838E-02,-2.0015E-01,1.6395E-02,6.6321E-03,0.0000E+00,4.0000E+00,2.3134E-02,-7.1908E-03,-5.7105E-03,-1.1615E-03
19,3.0000E+01,3.1500E+02,2.6531E-02,-2.1605E-01,1.7231E-02,6.5253E-03,0.0000E+00,4.0000E+00,2.5000E-02,-7.0564E-03,-2.2291E-03,-3.5865E-03
20,3.0000E+01,3.3000E+02,-1.4709E-03,-2.1375E-01,1.7941E-02,6.4836E-03,0.0000E+00,4.0000E+00,2.6867E-02,-6.8862E-03,-2.4446E-03,-2.7154E-03
21,3.0000E+01,3.4500E+02,-2.4494E-03,-3.8040E-01,1.9894E-02,6.6227E-03,0.0000E+00,4.0000E+00,3.0546E-02,-6.2115E-03,1.1658E-04,-4.0042E-04
22,3.0000E+01,3.6000E+02,-2.9129E-02,-2.7850E-01,1.7999E-02,7.8568E-03,0.0000E+00,4.0000E+00,2.6742E-02,-4.4042E-03,1.2122E-02,-7.6856E-04
