SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-2.5304E-01,-1.9113E-01,1.6416E-02,9.7282E-02,0.0000E+00,4.0000E+00,2.2388E-02,5.1710E-03,2.6703E-03,-5.1890E-03
1,3.0000E+01,4.5000E+01,-1.4893E-01,-9.5186E-02,1.5672E-02,4.8863E-02,0.0000E+00,4.0000E+00,2.1246E-02,2.5489E-03,5.1681E-04,-5.7858E-03
2,3.0000E+01,6.0000E+01,-1.6756E-01,-1.5279E-01,1.6562E-02,2.8573E-02,0.0000E+00,4.0000E+00,2.3122E-02,-2.8401E-03,1.8176E-03,-3.8678E-03
3,3.0000E+01,7.5000E+01,-1.1592E-01,-1.6522E-01,1.7973E-02,2.0890E-02,0.0000E+00,4.0000E+00,2.6458E-02,-7.6404E-04,-5.8102E-04,1.0120E-03
4,3.0000E+01,9.0000E+01,-5.6173E-02,-2.3182E-01,1.7334E-02,1.8067E-02,0.0000E+00,4.0000E+00,2.7152E-02,4.8948E-03,-4.1100E-03,1.0265E-04
5,3.0000E+01,1.0500E+02,-2.2655E-01,-2.6043E-01,1.7206E-02,1.2850E-02,0.0000E+00,4.0000E+00,2.5089E-02,1.1267E-02,-1.6272E-03,-4.1395E-03
6,3.0000E+01,1.2000E+02,-3.3502E-01,-3.0640E-01,1.6152E-02,9.0702E-03,0.0000E+00,4.0000E+00,2.2568E-02,1.2730E-02,2.1061E-03,5.1843E-04
7,3.0000E+01,1.3500E+02,-2.4547E-01,-2.8462E-01,1.6213E-02,7.9259E-03,0.0000E+00,4.0000E+00,2.3198E-02,1.2764E-02,3.0864E-03,4.6674E-03
8,3.0000E+01,1.5000E+02,-1.7832E-01,-2.1699E-01,1.8660E-02,7.0604E-03,0.0000E+00,4.0000E+00,2.6677E-02,1.1888E-02,-3.5248E-03,2.2923E-03
9,3.0000E+01,1.6500E+02,-1.6317E-01,-2.6651E-01,1.8198E-02,8.1359E-03,0.0000E+00,4.0000E+00,2.6531E-02,1.0911E-02,-1.8612E-03,-2.3605E-03
10,3.0000E+01,1.8000E+02,-1.9531E-01,-2.5484E-01,1.7392E-02,7.8959E-03,0.0000E+00,4.0000E+00,2.5411E-02,8.7786E-03,5.7645E-03,-2.4702E-03
11,3.0000E+01,1.9500E+02,-1.9395E-01,-1.3957E-01,1.8063E-02,7.3184E-03,0.0000E+00,4.0000E+00,2.4981E-02,6.2475E-03,4.3790E-03,-3.1606E-04
12,3.0000E+01,2.1000E+02,-1.7480E-01,-1.3198E-01,1.8454E-02,7.4027E-03,0.0000E+00,4.0000E+00,2.5635E-02,3.2739E-03,2.9450E-03,-1.6332E-03
13,3.0000E+01,2.2500E+02,-2.0642E-01,-5.8291E-02,1.8050E-02,5.1893E-03,0.0000E+00,4.0000E+00,2.4134E-02,2.9895E-06,-4.5170E-03,-4.5072E-04
14,3.0000E+01,2.4000E+02,-1.7853E-01,-2.8279E-01,1.6688E-02,4.9517E-03,0.0000E+00,4.0000E+00,2.5270E-02,-2.3251E-03,-7.9553E-03,2.4509E-03
