SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0000E+01,3.0000E+01,-1.5090E+00,-8.6418E-01,1.2761E-02,1.4798E-01,0.0000E+00,4.0000E+00,1.7363E-02,2.9649E-02,2.8471E-02,-9.2077E-03
1,3.0000E+01,4.5000E+01,-1.4093E+00,-3.5631E-01,1.2860E-02,7.1705E-02,0.0000E+00,4.0000E+00,1.7061E-02,1.9928E-02,1.5300E-02,-8.7216E-03
2,3.0000E+01,6.0000E+01,-1.3773E+00,-4.1338E-01,1.2222E-02,3.4488E-02,0.0000E+00,4.0000E+00,1.6044E-02,6.1974E-03,1.5341E-03,-5.5146E-03
3,3.0000E+01,7.5000E+01,-1.3899E+00,-5.0904E-01,1.1349E-02,2.6437E-02,0.0000E+00,4.0000E+00,1.5009E-02,1.1424E-03,-8.7351E-03,-1.1851E-03
4,3.0000E+01,9.0000E+01,-1.4511E+00,-7.2584E-01,1.0960E-02,2.1941E-02,0.0000E+00,4.0000E+00,1.5081E-02,4.1613E-03,-8.1233E-03,-1.5198E-03
5,3.0000E+01,1.0500E+02,-1.5596E+00,-6.5976E-01,1.1236E-02,1.3082E-02,0.0000E+00,4.0000E+00,1.5339E-02,7.9222E-03,5.2276E-03,-3.5433E-03
6,3.0000E+01,1.2000E+02,-1.4924E+00,-4.6092E-01,1.2543E-02,1.0863E-02,0.0000E+00,4.0000E+00,1.6753E-02,8.9372E-03,7.7609E-03,-1.8745E-03
7,3.0000E+01,1.3500E+02,-1.3701E+00,-4.2392E-01,1.4511E-02,9.7581E-03,0.0000E+00,4.0000E+00,1.9077E-02,9.2646E-03,-1.9788E-03,-2.1540E-03
8,3.0000E+01,1.5000E+02,-1.3616E+00,-6.0176E-01,1.4933E-02,8.5669E-03,0.0000E+00,4.0000E+00,1.9937E-02,7.4054E-03,-6.4082E-03,-1.9424E-03
9,3.0000E+01,1.6500E+02,-1.3968E+00,-6.8778E-01,1.2722E-02,8.8063E-03,0.0000E+00,4.0000E+00,1.7689E-02,8.0871E-03,4.0597E-03,1.2216E-03
10,3.0000E+01,1.8000E+02,-1.3670E+00,-5.9842E-01,1.2226E-02,8.9393E-03,0.0000E+00,4.0000E+00,1.7297E-02,6.1787E-03,4.6310E-03,4.3929E-03
11,3.0000E+01,1.9500E+02,-1.3010E+00,-5.4380E-01,1.2800E-02,1.0214E-02,0.0000E+00,4.0000E+00,1.7522E-02,5.5109E-03,4.0701E-03,-2.8722E-04
